query_raw,ref_answer
"Context: to the extent that this dictum is inconsistent with our holding here, we expressly overrule it.
Question: Is it overruling?
Answer:",Yes
"Context: see bassett, 528 f.3d at 430.
Question: Is it overruling?
Answer:",No
"Context: we expressly overrule baird v. cincinnati, new orleans texas pacific r. co., ky., 368 s.w.2d 172, and our cases cited therein to the extent they hold that a wife has no cause of action for loss of consortium of her husband resulting from injury to him due to the negligent act of another.
Question: Is it overruling?
Answer:",Yes
"Context: the supreme court has held that """"when an employer directs or requires an employee to undertake an activity, 'that compulsion, standing alone, brings an activity that is otherwise unrelated to work within the scope of employment.'""""
Question: Is it overruling?
Answer:",No
"Context: and to the extent that tichenor relied on united states v. demaree, 459 f.3d 791 (7th cir.2006), to distinguish the guidelines from criminal statutes, that is the very ex post facto case that peugh abrogated.
Question: Is it overruling?
Answer:",Yes
"Context: indeed, the legislature was aware that certain sensitive material must be carefully reviewed and anticipated that some of the information under review may never reach the public's eyes. statement to third official copy reprint of a. 1030 12 (""""[n.j.s.a. 10:4-13] requires that whenever a public body seeks to meet in private it must first pass a resolution . . . [that] must also state the general nature of the matters to be discussed and approximately when, if ever, the matters discussed can be made public.""""
Question: Is it overruling?
Answer:",No
"Context: we therefore overrule tomco and el farra on this point, and hold that a district court, when presented with a  10(j) petition, need not determine whether there is reasonable cause to believe that an unfair labor practice has been committed.
Question: Is it overruling?
Answer:",Yes
"Context: we overrule it.
Question: Is it overruling?
Answer:",Yes
"Context: defense counsel objected on the ground that the second-degree depraved heart murder instruction was more appropriate in cases in which the state had charged multiple levels of homicide, e.g., murder and manslaughter.
Question: Is it overruling?
Answer:",No
"Context: this was the legislative intent and in so far as arnold, supra, holds to the contrary it is specifically overruled.
Question: Is it overruling?
Answer:",Yes
"Context: id. subsequently, the beneficiaries filed an amended petition, seeking raymon's immediate removal as trustee and a """"demand for damages of $1,500,000 for fraudulent misappropriation and intentional dissipation of trust funds.""""
Question: Is it overruling?
Answer:",No
"Context: we overrule marcum and owens to the extent that they are inconsistent with this opinion.
Question: Is it overruling?
Answer:",Yes
"Context: we, therefore, overrule the application of that decision to cases when the complained error is readily apparent from the argument briefed.
Question: Is it overruling?
Answer:",Yes
"Context: to the extent larose is inconsistent with this holding, it is overruled.
Question: Is it overruling?
Answer:",Yes
"Context: (jeske v. maxim healthcare servs., inc. (e.d. cal. 2012) 2012 u.s. dist. lexis 2963, at p. 37 [plaintiff """"need not have suffered all paga violations for which she seeks to pursue civil penalties.""""];
Question: Is it overruling?
Answer:",No
"Context: to the extent that state v. martin, 285 kan. 994, 179 p.3d 457,cert.
Question: Is it overruling?
Answer:",Yes
"Context: although judge rucker ably distinguished the factual and procedural situation in lackey from that in this case, we acknowledge the inconsistency identified by sia and hereby disapprove lackey to the extent that it is inconsistent with the holding set forth in the preceding paragraph.
Question: Is it overruling?
Answer:",Yes
"Context: state v. schaller, 975 s.w.2d 313, 318 (tenn.
Question: Is it overruling?
Answer:",No
"Context: the time has come to reconcile and regularize our cases in this field.
Question: Is it overruling?
Answer:",Yes
"Context: the trial court was the first to consider the enforceability of the covenant.
Question: Is it overruling?
Answer:",No
"Context: see pa.r.d.e. 218(f).
Question: Is it overruling?
Answer:",No
"Context: we disapprove of miller v. miller, 848 s.w.2d 344 (tex.app.  texarkana 1993, no writ), el paso sharky's billiard parlor, inc. v. amparan, 831 s.w.2d 3 (tex.app.  el paso 1992, writ denied), and any other authorities in which the court of appeals has dismissed an appeal when the appellant has made a bona fide attempt to invoke the appellate court's jurisdiction by filing a bond within the fifteen days of the date the bond was due.
Question: Is it overruling?
Answer:",Yes
"Context: plaintiff, individually and on behalf of the prodigy corporations, instituted this action against fowlkes, barger, amanda smith, cody smith, and united spirit, inc. plaintiff brought individual claims against defendants for, inter alia, facilitation of fraud, civil conspiracy, unfair and deceptive trade practices, and usurping a corporate opportunity.
Question: Is it overruling?
Answer:",No
"Context: to the extent that it holds to the contrary, murdoch i is overruled.
Question: Is it overruling?
Answer:",Yes
"Context: under this standard, we view the evidence in the light most favorable to the trial court's ruling, and we will uphold the trial court's ruling so long as it was within the zone of reasonable disagreement.
Question: Is it overruling?
Answer:",No
"Context: see id.  275(a)(4) (""""no deduction shall be allowed for the following taxes: . . . excess profits taxes imposed by the authority of any foreign country . . . if the taxpayer chooses to take to any extent the benefits of [] 901.""""); 26 c.f.r.  1.901-1(h)(2) (""""taxpayers who are denied the credit for taxes for particular taxable years are the following: . . . [a] taxpayer who elects to  deduct taxes paid or accrued to any foreign country . . . [pursuant to sections] 164 and 275."""").
Question: Is it overruling?
Answer:",No
"Context: to the extent that they may be said to be in conflict herewith, our prior holdings in gardner and carnation, supra, are hereby specifically overruled.
Question: Is it overruling?
Answer:",Yes
"Context: whether or not """"under"""" and """"arising out of"""" carry different meanings, neither supports the """"but for"""" construction.
Question: Is it overruling?
Answer:",No
"Context: defense counsel then stated, """"it [presumptively referring to the evidence to be elicited] would relate to prior bad acts under 404(b)"""", after which defense counsel informed the court that 404(b) requires only notice from the prosecutor.
Question: Is it overruling?
Answer:",No
"Context: to the extent that brashear v. payne, ky., 1954, 266 s.w.2d 346, is in conflict with this conclusion, it is overruled.
Question: Is it overruling?
Answer:",Yes
"Context: the trial court denied both motions.
Question: Is it overruling?
Answer:",No
"Context: we determine whether a person has a legitimate expectation of privacy on a """"case-by-case basis, considering the facts of each particular situation.""""
Question: Is it overruling?
Answer:",No
"Context: we affirm without additional comment the trial court's rulings on the propriety of notice and adjudication regarding graves' status as an hfo.
Question: Is it overruling?
Answer:",No
"Context: to the extent the holdings in glick, contestible, moreland and sunshine realty are in conflict with the requirements of due process, they are overruled.
Question: Is it overruling?
Answer:",Yes
"Context: instead, a plaintiff must """"provide enough detail to show the factual basis for its claim.""""
Question: Is it overruling?
Answer:",No
"Context: it further quoted commissioner norris as saying:
Question: Is it overruling?
Answer:",No
"Context: accordingly, we recede from this court's decision in donahue, and affirm appellant's conviction and sentence in all respects.
Question: Is it overruling?
Answer:",Yes
"Context: when the question of illegality of the present sentence was raised by one of the judges on the panel in this appeal, the author referred this case to the court en banc, which (with judges barry, byrnes, ciaccio, ward, and williams dissenting) disapproves liddell on this point as erroneously decided.
Question: Is it overruling?
Answer:",Yes
"Context: that view has been disapproved.
Question: Is it overruling?
Answer:",Yes
"Context: to the extent that they are inconsistent with the views expressed herein, donnellan v. hite, supra, 139 cal.app.2d 43, and wallace v. superior court, supra, 141 cal.app.2d 771 are hereby disapproved, and matter of snyder, supra, 158 cal. 218 is overruled.
Question: Is it overruling?
Answer:",Yes
"Context: insofar as they are so inconsistent they are overruled.
Question: Is it overruling?
Answer:",Yes
"Context: while this course of action was proper under our earlier precedent, the supreme court's holding in glenn directly repudiated the application of any form of heightened standard of review to claims denials in which a conflict of interest is present.
Question: Is it overruling?
Answer:",Yes
"Context: to the extent that di suvero and gould are inconsistent with this rule, they are hereby disapproved.
Question: Is it overruling?
Answer:",Yes
"Context: a trial court has plenary power to reinstate a case on its own motion within thirty days after it signs an order of dismissal for want of prosecution.
Question: Is it overruling?
Answer:",No
"Context: the court concluded that """"in cases of any  significant complexity the word 'may' in rule 52(a) should be construed to read 'generally should.'
Question: Is it overruling?
Answer:",No
"Context: lobrano, judge david r.m. williams, judge joan bernard armstrong, judge steven r. plotkin, and judge rudolph f. becker iii) have voted to overrule donnelly.
Question: Is it overruling?
Answer:",Yes
"Context: no such authority is required to be shown in cases involving the forgery of a check and the contrary holding in fain v. commonwealth is overruled.
Question: Is it overruling?
Answer:",Yes
"Context: plunkett v. spaulding, supra, 52 cal.app.4th 114, is disapproved to the extent it is inconsistent with this opinion.
Question: Is it overruling?
Answer:",Yes
"Context: the case has never been cited in texas and we regard the holding to be contrary to subsequent supreme court and commission of appeals decisions and that it has therefore been overruled.
Question: Is it overruling?
Answer:",Yes
"Context: alternatively, the state argues that there is no evidence that the police engaged in an """"ask first, warn later"""" interrogation in violation of seibert, and so at least his second statement, which he made after receiving miranda warnings, was admissible.
Question: Is it overruling?
Answer:",No
"Context: to the extent that northwest arctic regional educ. attendance area v. alaska public service employees, local 71, 591 p.2d 1292, 1297 (alaska 1979) contains language to the contrary, we disapprove it.
Question: Is it overruling?
Answer:",Yes
"Context: the timeliness of bradshaw's attempt to obtain a pdr rehearing determines when his conviction became final and when the limitations period began to run.
Question: Is it overruling?
Answer:",No
"Context: to the extent that jennings is inconsistent with our holding herein, it is hereby disapproved.
Question: Is it overruling?
Answer:",Yes
"Context: accordingly, we overrule those appellate decisions which employ the abuse of discretion standard in an appeal from the trial court's denial of a motion to recuse because it did not meet the criteria of uscr 25.3.
Question: Is it overruling?
Answer:",Yes
"Context: aclu pretrial justice manual at 42.
Question: Is it overruling?
Answer:",No
"Context: opn.] [ 97 cal.rptr. 40]; people v. miller, 12 cal.app.3d 922, 934 [ 91 cal.rptr. 97].)
Question: Is it overruling?
Answer:",Yes
"Context: in light of the above discussion, therefore, we overrule in re oberkoetter.
Question: Is it overruling?
Answer:",Yes
"Context: while this is a correct statement of law, adams also incorrectly holds that the trial court must make written findings of fact when ordering restitution, a proposition that we overruled in mccart v. state, 289 ga.app. 830, 831(1), 658 s.e.2d 465 (2008), prior to deciding adams.
Question: Is it overruling?
Answer:",Yes
"Context: to the extent that they are inconsistent with this conclusion, people ex rel. dept. of transportation v. superior court (clark), supra, 60 cal.app.3d 352, and its progeny are disapproved.
Question: Is it overruling?
Answer:",Yes
"Context: plaintiffs filed the instant action seeking penalties and damages, urging that lammico failed to timely fund the settlement when it did not unconditionally tender the agreed upon sums by january 3, 2015.
Question: Is it overruling?
Answer:",No
"Context: since the last time we considered the rule in trig electric, other jurisdictions, including the ninth circuit court of appeals, have consistently held that these types of state claims are not preempted by erisa.
Question: Is it overruling?
Answer:",Yes
"Context: specifically, the trial court blocked appellants from putting on production and drilling cost testimony from kenneth hill, victory's ceo, when it sustained oz's objections to untimely disclosure of the witness and failure to provide access to voluminous records underpinning a summary report hill had prepared for trial.
Question: Is it overruling?
Answer:",No
"Context: to the extent that prior opinions of the court of appeals are inconsistent with our holding today, we disapprove those decisions.
Question: Is it overruling?
Answer:",Yes
"Context: to the extent that double view ventures can be construed as adopting a categorical rule requiring a full retrial as the result of any apportionment errora reading we do not necessarily adopt, given the absence of any analysis of the issue in the opinionit is overruled as to this issue.
Question: Is it overruling?
Answer:",Yes
"Context: the majority correctly notes that abandonment of the doctrine and reversal is not yet compelled in this case by the united states supreme court's first amendment jurisprudence.
Question: Is it overruling?
Answer:",No
"Context: people v. donoho, 204 ill. 2d 159, 170 (2003).
Question: Is it overruling?
Answer:",No
"Context: id. nor would the transaction undermine the commission's ability to exercise its """"full regulatory powers"""" over utilities.
Question: Is it overruling?
Answer:",No
"Context: partee, 125 ill. 2d at 35.
Question: Is it overruling?
Answer:",No
"Context: a majority of the justices of this court voted to consider this appeal en banc, and we overrule mcgregor to the extent it can be read to support jurisdiction in this court over an appeal from a judgment of a county court on an appeal from small claims court.
Question: Is it overruling?
Answer:",Yes
"Context: instead, they clandestinely and deceitfully listed derek as bobby's father.
Question: Is it overruling?
Answer:",No
"Context: inasmuch as the supreme court of the united states has directly held that a geographical term which was descriptive of the place where the articles were manufactured was not registrable even though it had acquired a secondary meaning, we must follow our decision in the overhead door case, supra, which is in harmony with the views of the supreme court, and in so far as the opinion in the case of in re plymouth motor corporation, supra, expresses a contrary view, it must be considered as overruled.
Question: Is it overruling?
Answer:",Yes
"Context: and in so far as wright v. state, supra, is in conflict with the rule in stephens, it is overruled.
Question: Is it overruling?
Answer:",Yes
"Context: next, defendants argue that the trial court erred by rejecting their counterclaims against the smith and bauckham plaintiffs.
Question: Is it overruling?
Answer:",No
"Context: statements in the following cases inconsistent with this holding are disapproved: allen v. department of personnel administration, supra; phillips v. state personnel bd., supra; harris v. state personnel bd., supra; goggin v. state personnel bd., supra; zike v. state personnel bd., supra; curia v. civil service com., supra; armistead v. state personnel bd., supra; and willson v. state personnel bd., supra
Question: Is it overruling?
Answer:",Yes
"Context: when officer darrell sexton went to the petitioner's residence, the petitioner refused to allow officer sexton inside the residence and spoke to him through a security door.
Question: Is it overruling?
Answer:",No
"Context: state v. saldierna, 242 n.c. app. 347, 353, 775 s.e.2d 326, 330 (2015) (saldierna i). in addition, defendant contended that the trial court had failed to """"appropriately consider his juvenile status in determining that his waiver of rights was knowing and voluntary.""""
Question: Is it overruling?
Answer:",No
"Context: plaintiffs rejected the deal, at which point it was dead.
Question: Is it overruling?
Answer:",No
"Context: {27} appellant's assignments of error are overruled.
Question: Is it overruling?
Answer:",No
"Context: the parties' dueling contentions turned on intricate issues about those groups' membership policies (e.g.,  could harris's payment of dues to the national naacp, or bowser's financial contribution to the mecklenburg county naacp, have made either a member of the state branch?).
Question: Is it overruling?
Answer:",No
"Context: on that issue too, the court of appeals noted a division among the circuits.
Question: Is it overruling?
Answer:",Yes
"Context: we specifically overrule johnson to the extent it approves the use of this instruction in the trial courts.
Question: Is it overruling?
Answer:",Yes
"Context: we expressly reject the personal, firsthand, direct knowledge standard formulated by the court of appeals in eckler and allen.
Question: Is it overruling?
Answer:",Yes
"Context: courts must construe briefs """"reasonably yet liberally.""""
Question: Is it overruling?
Answer:",No
"Context: the ij's conclusion that baba's testimony was too vague  to meet his burden of proof raises concern.
Question: Is it overruling?
Answer:",No
"Context: plaintiff argues the trial court's finding the closure """"relates to"""" harassment of seals is supported by substantial evidence.
Question: Is it overruling?
Answer:",No
"Context: the trial court denied state farm's motion.
Question: Is it overruling?
Answer:",No
"Context: therefore, we hereby expressly overrule hollis.
Question: Is it overruling?
Answer:",Yes
"Context: we hereby disapprove coble to the extent it imposes such a limitation.
Question: Is it overruling?
Answer:",Yes
"Context: 453 md. at 198.
Question: Is it overruling?
Answer:",No
"Context: the case of state ex rel. city of st. louis v. public service commission, 362 mo. 977, 245 s.w.2d 851, which the principal opinion overrules, was, in my opinion, soundly ruled and should be followed.
Question: Is it overruling?
Answer:",Yes
"Context: no other third floor workers, who also worked without breathing apparatus, complained of respiratory symptoms.
Question: Is it overruling?
Answer:",No
"Context: therefore, we overrule the case of martin v. vapor honing company insofar as it conflicts with this decision.
Question: Is it overruling?
Answer:",Yes
"Context: we are thus persuaded that it is time, indeed past time, to overrule hicks and the cases relying upon it and to recognize iaac claims premised upon appellate counsel's alleged failure to raise a particular issue on direct appeal.
Question: Is it overruling?
Answer:",Yes
"Context: 19 it is well settled that where the legislature has delegated the authority to exercise the power of eminent domain, such power includes the authority to determine the necessity of exercising the right.
Question: Is it overruling?
Answer:",No
"Context: for the reasons set forth above, we now overrule skov, o'neal and pettigrew.
Question: Is it overruling?
Answer:",Yes
"Context: however, in in re taylor, 84 b.r. 159, 160 (bankr.e.d.mo. 1988), judge barta distinguished wallace and concluded that because the debtor made required contributions pursuant to a collective bargaining agreement and had no control over the amount contributed or the manner or time of distribution, the debtor's pension plan was not self-settled.
Question: Is it overruling?
Answer:",Yes
"Context: any holding in minter v. state, 765 p.2d 803 (okla.
Question: Is it overruling?
Answer:",Yes
"Context: william hardy inc., v. commissioner, supra, 82 f.2d 249, is overruled, and the order will be affirmed.
Question: Is it overruling?
Answer:",Yes
"Context: ( id. at p. 574; see also people v. green (1980) 27 cal.3d 1, 67, disapproved on other grounds in people v. hall (1986) 41 cal.3d 826, 834, fn.
Question: Is it overruling?
Answer:",Yes
"Context: reed lodges several other challenges to the constitutionality of california's capital sentencing scheme, all of which he concedes we have previously rejected.
Question: Is it overruling?
Answer:",No
"Context: 68 and yet the court's analysis unmistakably demanded of mr. talley something more than notice-pleading.
Question: Is it overruling?
Answer:",No
"Context: people v. stewart, supra, 89 cal.app.4th 1209, and people v. tucker, supra, 187 cal.app.3d 295, are disapproved to the extent they conflict with these conclusions.
Question: Is it overruling?
Answer:",Yes
"Context: see id. (""""the secretary had authority to promulgate regulations to carry out these powers, . . . and he did so in 27 c.f.r. part 55. . . . the regulations authorized '[a]ny atf officer' to 'inspect the site of any accident or fire in which there is reason to believe that explosive materials were involved.'""""
Question: Is it overruling?
Answer:",No
"Context: there, the cleveland board of education fired loudermill, a security guard, after determining that he had lied on his job application when he stated that he had never been convicted of a felony.
Question: Is it overruling?
Answer:",No
"Context: see smith v. babcock & wilcox constr. co., 913 s.w.2d 467, 468 (tex. 1995) (per curiam).
Question: Is it overruling?
Answer:",No
"Context: accordingly, christensen is disapproved.
Question: Is it overruling?
Answer:",Yes
"Context: [9.] south dakota's version of the uniform arbitration act, found in sdcl chapter 21-25a, also fails to provide a right of appeal from the circuit court's order compelling arbitration.
Question: Is it overruling?
Answer:",No
"Context: knight argues that the state violated his right to a speedy trial.
Question: Is it overruling?
Answer:",No
"Context: having considered the present appeal in banc in order to clarify our precedents with respect to the scope of the government's navigational servitude, we now reverse the judgment of the claims court, overrule those portions of pitman and ballam which are inconsistent with the following opinion, and remand this case for further proceedings not inconsistent herewith.
Question: Is it overruling?
Answer:",Yes
"Context: the alternative holding in heaps v. toy, supra, finding the contract in that case contrary to good morals, is inconsistent with the numerous california decisions upholding contracts between nonmarital partners when such contracts are not founded upon an illicit consideration, and is therefore disapproved.
Question: Is it overruling?
Answer:",Yes
"Context: in doing so, we recede from jackson, russman and our other cases holding that unpronounced, but otherwise unobjectionable, conditions of probation contained in probation orders must be stricken and cannot be reimposed.
Question: Is it overruling?
Answer:",Yes
"Context: see luton, 272 or app at 490-91.
Question: Is it overruling?
Answer:",No
"Context: id. (citing malik v. state, 953 s.w.2d 234, 240 (tex. crim. app. 1997)).
Question: Is it overruling?
Answer:",No
"Context: see ante at .
Question: Is it overruling?
Answer:",No
"Context: (in re aurora p. (2015) 241 cal.app.4th 1142, 1154, fn. 7.)
Question: Is it overruling?
Answer:",No
"Context: accordingly, we disapprove of thomas to the extent it is inconsistent with watson.
Question: Is it overruling?
Answer:",Yes
"Context: the second implies that the matter is not constitutionally entrusted to another branch, but that for prudential reasons we should not decide it anyway, leading to the inevitable consequence that another branch of government will decide the constitutional limits of its own power.
Question: Is it overruling?
Answer:",No
"Context: we therefore overrule taber and hicks insofar as they erroneouslyapplied cr 41, 02(3) to criminal cases.
Question: Is it overruling?
Answer:",Yes
"Context: the majority wisely corrects our mistake in mendiola by overruling that case's interpretation of these rules.
Question: Is it overruling?
Answer:",Yes
"Context: we now expressly overrule the bowers and braden courts and hold that the plaintiff's minority does not toll the medical malpractice statute of repose.
Question: Is it overruling?
Answer:",Yes
"Context: 66 in my view, the court of appeals decision in state v. austin, 2013 wi app 96, 349 wis. 2d 744, 836 n.w.2d 833, is on all fours with the facts of the instant case.
Question: Is it overruling?
Answer:",No
"Context: however, we acknowledge that during his testimony, james denied sending the text messages.
Question: Is it overruling?
Answer:",No
"Context: see id. at 847-850.
Question: Is it overruling?
Answer:",No
"Context: we are constrained to respectfully disagree with that approval and overrule that particular aspect of the myers case.
Question: Is it overruling?
Answer:",Yes
"Context: the judgment also declared that if that amount was not paid by january 27, 2017, the home would be sold at a   judicial auction.
Question: Is it overruling?
Answer:",No
"Context: to the extent that kendricks, supra, or any other case, conflicts with this opinion, it is overruled.
Question: Is it overruling?
Answer:",Yes
"Context: defense counsel questioned grimes at length about what defendant had been wearing and whether he had made inconsistent statements about defendant's shirt and boots.
Question: Is it overruling?
Answer:",No
"Context: to the extent that walsh v. local board 10, 305 f.supp. 1274 (s.d. n.y. 1969), construed ""academic year"" to mean the 12 month period following the beginning of the registrant's course of study, we disapprove that construction.
Question: Is it overruling?
Answer:",Yes
"Context: accordingly, to the extent that our decision suggested that the economic loss doctrine bars a cutpa claim arising from the breach of a promise to deliver goods even when the breach was accompanied by aggravating circumstances, we conclude that we must overrule it.
Question: Is it overruling?
Answer:",Yes
"Context: any language in people v. harrison, 176 cal.app.2d 330, 335 [ 1 cal.rptr. 414], which could be understood as being in conflict with the views expressed herein is disapproved.
Question: Is it overruling?
Answer:",Yes
"Context: edwards v. firemen's retirement system of st. louis, mo.app., 410 s.w.2d 560; mitchell v. city of springfield, mo. app., 410 s.w.2d 585; and heusmann v. priest, mo.app., 366 s.w.2d 42, are disapproved insofar as they hold that in this situation a reviewing court may not weigh the evidence and make its own findings of fact.
Question: Is it overruling?
Answer:",Yes
"Context: first, unlike here, the applicant in ex parte wolf submitted evidence supporting his position that his plea counsel's actions and advice fell below the prevailing professional norms for representation of a defendant like him.
Question: Is it overruling?
Answer:",No
"Context: to the extent that other cases have cited carr for the proposition that a conviction under section 245(a)(2) does not involve moral turpitude, those cases, too, are overruled in that limited way.
Question: Is it overruling?
Answer:",Yes
"Context: . hacker
Question: Is it overruling?
Answer:",No
"Context: to the extent that jackson is inconsistent with this holding, it is overruled.
Question: Is it overruling?
Answer:",Yes
"Context: he then estimates that """"at least 960 brake linings were blown out in marcantoni's garage"""" during that period of time. he arrives at that figure by multiplying the number of brake linings per wheel (2) by the number of wheels per tandem dump truck (10) by the number of brake replacements per year (2), which comes to 40 brake linings being blown out per   truck per year.
Question: Is it overruling?
Answer:",No
"Context: insofar as davis conflicts with this opinion it is overruled.
Question: Is it overruling?
Answer:",Yes
"Context: 22 edwards plainly held that perfecting an appeal following a guilty plea includes filing a postplea motion.
Question: Is it overruling?
Answer:",No
"Context: at least two courts have refused to apply the discovery rule to cases involving statutory violations under r.c. 2305.07.
Question: Is it overruling?
Answer:",No
"Context: we agree with the court of appeals and the dissent, post, at 324-325 (opinion of thomas, j.), that ""[t]he settlement agreement and promissory note here, coupled with the broad language of the release, completely addressed and released each and every underlying state law claim.
Question: Is it overruling?
Answer:",Yes
"Context: lopez asks that we reconsider dennis in light of studies that """"conclude children are highly susceptible to suggestive questioning techniques like repetition, guided imagery, and selective reinforcement.""""
Question: Is it overruling?
Answer:",No
"Context: accordingly, we overrule greenberg and conclude that federal courts may ""look through""  10petitions, applying the ordinary principles of federal-question jurisdiction to the underlying dispute as defined by vaden .
Question: Is it overruling?
Answer:",Yes
"Context: we hold that the denial of appellants' motion for summary judgment is not appealable under section 1292(a)(1), and as our result here is inconsistent with the result reached in the above cases we are reversing the rule set forth therein which until now has settled the matter in this circuit in favor of appealability, peter pan fabrics, inc. v. dixon textile corp.
Question: Is it overruling?
Answer:",Yes
"Context: however, our discussion above of the supreme court cases indicates that the jurisdictional label has often been used loosely, and sometimes interchanged in the same opinion with statute of limitations terminology.
Question: Is it overruling?
Answer:",Yes
"Context: our analysis of the merger issue requires us to disapprove one of our published opinions because it is irreconcilable with a subsequent opinion of our supreme court.
Question: Is it overruling?
Answer:",Yes
"Context: {19} to prove ineffective assistance of counsel, the defendant must satisfy a two-prong test: first, counsel's performance has fallen below an objective standard of reasonable representation and second, appellant was prejudiced by counsel's performance.
Question: Is it overruling?
Answer:",No
"Context: accordingly, to the extent that it conflicts with what we say here, christensen is overruled.
Question: Is it overruling?
Answer:",Yes
"Context: in its haste to reduce the practically unmanageable volume of claims that presently may be brought by way of post-conviction habeas corpus under article 11.07, v.a.c.c.p., the majority has overruled yet another of its past decisions without adequate justification.
Question: Is it overruling?
Answer:",Yes
"Context: when reviewing the sufficiency of the evidence, we apply the well-established standards of review.
Question: Is it overruling?
Answer:",No
"Context: on this point casey overruled the holdings in two cases because they undervalued the state's interest in potential life.
Question: Is it overruling?
Answer:",Yes
"Context: we also disapprove thompson, moorer, and burrell to the extent that they are inconsistent with this opinion.
Question: Is it overruling?
Answer:",Yes
"Context: to the extent larabee is contrary to this opinion, it is overruled.
Question: Is it overruling?
Answer:",Yes
"Context: while we believe that we have distinguished the kelly and godfrey cases it should perhaps be said that to the extent those cases may be considered as conflicting with this opinion they should no longer be followed.
Question: Is it overruling?
Answer:",Yes
"Context: on appeal, mr. young asserts the district court erred by determining the minor victim, fh, was competent to testify.
Question: Is it overruling?
Answer:",No
"Context: indeed, in marsh, the prosecutor made the following statement during closing argument regarding the defendant's testimony: """"use your common sense, ladies and gentlemen.
Question: Is it overruling?
Answer:",No
"Context: see potter v. state dep't of human res., 511 so.2d 190, 192 (ala.civ.app.1986); see also c.l. v. d.h., 916 so.2d 622, 62526 (ala.civ.app.2005).
Question: Is it overruling?
Answer:",No
"Context: the federal immigration judge and the board of immigration appeals (bia) found respondent removable, but the ninth circuit summarily remanded in light of its earlier penuliar decision holding that ""aiding and abetting"" a theft is not itself a crime under the generic definition of theft.
Question: Is it overruling?
Answer:",Yes
"Context: accordingly, the majority opinion in city of new orleans v. state, 364 so.2d 1020 (la. 1978), which was already undermined, is disapproved to the extent that it is inconsistent with the present opinion and other decisions of this court.
Question: Is it overruling?
Answer:",Yes
"Context: similarly, the supreme court did not assess what happens to a capital felony classification when death becomes constitutionally unavailable as a sentence; the question in mills did not require it, but the question here does.
Question: Is it overruling?
Answer:",No
"Context: lapeyrouse and terry are overruled to the extent that they differ from the views expressed in this opinion.
Question: Is it overruling?
Answer:",Yes
"Context: dr. hardin testified as to the extent of hayes's injuries, the number and kinds of procedures she had endured, and the extent of her recovery.
Question: Is it overruling?
Answer:",No
"Context: accordingly, we now overrule chard and disavow statements in subsequent cases suggesting its correctness.
Question: Is it overruling?
Answer:",Yes
"Context: any statements in the following decisions which are inconsistent with the views expressed herein are hereby disapproved:
Question: Is it overruling?
Answer:",Yes
"Context: in support of its position, the court cited several cases from foreign jurisdictions.
Question: Is it overruling?
Answer:",No
"Context: see in re mission consol. indep. sch. dist., 990 s.w.2d 459, 461 (tex. app.corpus christi 1999, orig. proceeding [mand.
Question: Is it overruling?
Answer:",No
"Context: to the extent that this court's opinion in doseck held otherwise, it is hereby overruled.
Question: Is it overruling?
Answer:",Yes
"Context: we overrule any language in bryant that suggests that the proper inquiry for assessing prejudice is whether a jury could have convicted the petitioner of the lesser-included offense instead of the charged offense.
Question: Is it overruling?
Answer:",Yes
"Context: to the extent dye, 2009 ok 52, 230 p.3d 507,griffith, 2009 ok 51, 230 p.3d 488, and cossey, 2009 ok 6, 212 p.3d 447 conclude otherwise, they are overruled.
Question: Is it overruling?
Answer:",Yes
"Context: any statements in decisions of the district courts of appeal contrary to the rule announced in this decision are disapproved, e.g., cherry v. hayden, 100 cal.app.2d 416 [ 223 p.2d 878]; popcorn equipment co. v. page, 92 cal.app.2d 448 [ 207 p.2d 647]; olds v. peebler, 66 cal.app.2d 76 [ 151 p.2d 901]; liberty mut. ins. co. v. superior court, 62 cal.app.2d 601 [ 145 p.2d 344]; johnston v. ota, 43 cal.app.2d 94 [ 110 p.2d 507]; estate of fulton, 8 cal.app.2d 423 [ 48 p.2d 120]; plum v. indian valley bank, 118 cal.app. 13 [ 4 p.2d 543].
Question: Is it overruling?
Answer:",Yes
"Context: thus the reasoning of the court of appeals in trulock was unsound.
Question: Is it overruling?
Answer:",Yes
"Context: upon our review, we find the verdicts were not inconsistent based on how the case was charged to the jury.
Question: Is it overruling?
Answer:",No
"Context: you must not consider this evidence for any other purpose.""""
Question: Is it overruling?
Answer:",No
"Context: the court of appeals affirmed.
Question: Is it overruling?
Answer:",No
"Context: 2. discussion. ordinarily, a guilty plea """"by its terms waives all nonjurisdictional defects.""""
Question: Is it overruling?
Answer:",No
"Context: halleck v. koloski, 4 ohio st.2d 76, 212 n.e.2d 601 (1965).
Question: Is it overruling?
Answer:",No
"Context: we therefore disapprove the second district's failure to distinguish determinate and indeterminate commitments in requiring credit in e.r., but approve the fourth district's requirement of credit on determinate sentences in l.k., j.b., and c.c.
Question: Is it overruling?
Answer:",Yes
"Context: the child lived with hensch and mysak from the time of his birth until november 2015, when mysak moved out of the shared residence.
Question: Is it overruling?
Answer:",No
"Context: but any language in the fried case which is inconsistent with this opinion is hereby overruled.
Question: Is it overruling?
Answer:",Yes
"Context: furthermore, the trial court indicated in its order that it had """"consider[ed] . . . [appellant's] special appearance, the pleadings, the affidavits, and arguments of counsel.""""
Question: Is it overruling?
Answer:",No
